id,dai_code,dai_title,chu_code,chu_title,sho_code,sho_display_code,sho_title,goal_section_code,goal_section_display_code,goal_section,goal_code,goal_display_code,goal_text,source_pdf,source_page
A-3-③,A,歯科医師として求められる基本的な資質・能力,3,診療技能と患者ケア,,,,,,,3,③,口腔・顎顔面領域の疾患を正しく診断し、患者の立場を尊重した治療方針・治療計画を立案できる。,20230601-mxt_igaku-000029086_4.pdf,23
A-3-④,A,歯科医師として求められる基本的な資質・能力,3,診療技能と患者ケア,,,,,,,4,④,患者中心の医療を目指したインフォームド・コンセントを得ることができる。,20230601-mxt_igaku-000029086_4.pdf,23
A-3-⑤,A,歯科医師として求められる基本的な資質・能力,3,診療技能と患者ケア,,,,,,,5,⑤,基本的な臨床手技を適切な態度で実践できる。,20230601-mxt_igaku-000029086_4.pdf,23
A-3-⑥,A,歯科医師として求められる基本的な資質・能力,3,診療技能と患者ケア,,,,,,,6,⑥,治療経過及び結果を自ら振り返り適切に評価できる。,20230601-mxt_igaku-000029086_4.pdf,23
A-4-1)-①,A,歯科医師として求められる基本的な資質・能力,4,コミュニケーション能力,1,1),コミュニケーション,,,,1,①,コミュニケーションの意義、目的と技法（言語的・準言語的・非言語的）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,23
A-4-1)-②,A,歯科医師として求められる基本的な資質・能力,4,コミュニケーション能力,1,1),コミュニケーション,,,,2,②,コミュニケーションを通じて良好な人間関係を築くことができる。,20230601-mxt_igaku-000029086_4.pdf,23
A-4-1)-③,A,歯科医師として求められる基本的な資質・能力,4,コミュニケーション能力,1,1),コミュニケーション,,,,3,③,医療面接における基本的なコミュニケーションができる。,20230601-mxt_igaku-000029086_4.pdf,23
A-4-2)-①,A,歯科医師として求められる基本的な資質・能力,4,コミュニケーション能力,2,2),患者と歯科医師の関係,,,,1,①,患者と家族の精神的・身体的苦痛に十分配慮できる。,20230601-mxt_igaku-000029086_4.pdf,23
A-4-2)-②,A,歯科医師として求められる基本的な資質・能力,4,コミュニケーション能力,2,2),患者と歯科医師の関係,,,,2,②,患者に分かりやすい言葉で説明できる。,20230601-mxt_igaku-000029086_4.pdf,23
A-4-2)-③,A,歯科医師として求められる基本的な資質・能力,4,コミュニケーション能力,2,2),患者と歯科医師の関係,,,,3,③,患者の心理的・社会的背景や自立した生活を送るための課題を把握し、抱える問題点を抽出・整理できる。,20230601-mxt_igaku-000029086_4.pdf,23
A-4-2)-④,A,歯科医師として求められる基本的な資質・能力,4,コミュニケーション能力,2,2),患者と歯科医師の関係,,,,4,④,医療行為は患者と歯科医師との高度な信頼関係を基礎とする契約に基づいていることを説明できる。,20230601-mxt_igaku-000029086_4.pdf,23
A-4-2)-⑤,A,歯科医師として求められる基本的な資質・能力,4,コミュニケーション能力,2,2),患者と歯科医師の関係,,,,5,⑤,患者の要望（診察・転医・紹介）への対処の仕方を説明できる。,20230601-mxt_igaku-000029086_4.pdf,23
A-4-2)-⑥,A,歯科医師として求められる基本的な資質・能力,4,コミュニケーション能力,2,2),患者と歯科医師の関係,,,,6,⑥,患者のプライバシーに配慮できる。,20230601-mxt_igaku-000029086_4.pdf,23
A-4-2)-⑦,A,歯科医師として求められる基本的な資質・能力,4,コミュニケーション能力,2,2),患者と歯科医師の関係,,,,7,⑦,患者情報の守秘義務と患者等への情報提供の重要性を理解し、適切な取扱ができる。,20230601-mxt_igaku-000029086_4.pdf,23
A-5-1)-①,A,歯科医師として求められる基本的な資質・能力,5,チーム医療の実践,1,1),患者中心のチーム医療,,,,1,①,患者中心のチーム医療の意義を説明できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-5-1)-②,A,歯科医師として求められる基本的な資質・能力,5,チーム医療の実践,1,1),患者中心のチーム医療,,,,2,②,医療チームや各構成員（歯科医師、医師、薬剤師、看護師、歯科衛生士、歯科技工士、その他の医療職）の役割分担と連携・責任体制を説明できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-5-1)-③,A,歯科医師として求められる基本的な資質・能力,5,チーム医療の実践,1,1),患者中心のチーム医療,,,,3,③,保健・医療・福祉・介護における多職種連携と歯科医師の役割を説明できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-5-1)-④,A,歯科医師として求められる基本的な資質・能力,5,チーム医療の実践,1,1),患者中心のチーム医療,,,,4,④,他の医療機関への紹介を行うための手続を説明できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-5-1)-⑤,A,歯科医師として求められる基本的な資質・能力,5,チーム医療の実践,1,1),患者中心のチーム医療,,,,5,⑤,患者情報の守秘と患者等への情報提供の重要性を説明できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-5-1)-⑥,A,歯科医師として求められる基本的な資質・能力,5,チーム医療の実践,1,1),患者中心のチーム医療,,,,6,⑥,セカンドオピニオンを説明できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-5-1)-⑦,A,歯科医師として求められる基本的な資質・能力,5,チーム医療の実践,1,1),患者中心のチーム医療,,,,7,⑦,人生の最終段階における歯科の関わりと本人の意思決定・表示を説明できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-6-1)-①,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,1,1),安全性の確保,,,,1,①,医療上の事故等の発生要因（ヒューマンエラー、システムエラー等）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-6-1)-②,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,1,1),安全性の確保,,,,2,②,医療上の事故等に対する防止策を説明できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-6-1)-③,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,1,1),安全性の確保,,,,3,③,医療現場における報告・連絡・相談及び診療録記載の重要性を説明できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-6-1)-④,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,1,1),安全性の確保,,,,4,④,医療の安全性に関する情報の共有、分析の重要性を説明できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-6-1)-⑤,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,1,1),安全性の確保,,,,5,⑤,医療機関に求められる医療安全管理体制を概説できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-6-1)-⑥,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,1,1),安全性の確保,,,,6,⑥,医療関連感染の原因と対策を概説できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-6-1)-⑦,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,1,1),安全性の確保,,,,7,⑦,歯科医療における事故の具体例を列挙できる。,20230601-mxt_igaku-000029086_4.pdf,24
A-6-2)-①,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,2,2),医療上の事故等への対処と予防,,,,1,①,医療事故と医療過誤の違いを説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-6-2)-②,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,2,2),医療上の事故等への対処と予防,,,,2,②,医療法に基づく医療事故調査制度を説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-6-2)-③,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,2,2),医療上の事故等への対処と予防,,,,3,③,医療上の事故等が発生した際の緊急処置や記録、報告を説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-6-2)-④,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,2,2),医療上の事故等への対処と予防,,,,4,④,医療上の事故等に対する具体的な防止対策や信頼性設計を説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-6-2)-⑤,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,2,2),医療上の事故等への対処と予防,,,,5,⑤,医療上の事故等の事例の原因を分析し、防止対策を立案できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-6-2)-⑥,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,2,2),医療上の事故等への対処と予防,,,,6,⑥,信頼性設計をはじめとする基本的な安全対策手法を概説できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-6-3)-①,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,3,3),医療従事者の健康と安全,,,,1,①,医療従事者の健康管理（予防接種を含む）の重要性を説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-6-3)-②,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,3,3),医療従事者の健康と安全,,,,2,②,標準予防策(standard precautions)を説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-6-3)-③,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,3,3),医療従事者の健康と安全,,,,3,③,感染経路別予防策を説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-6-3)-④,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,3,3),医療従事者の健康と安全,,,,4,④,針刺し事故等に遭遇した際の対処の仕方を説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-6-3)-⑤,A,歯科医師として求められる基本的な資質・能力,6,医療の質と安全管理,3,3),医療従事者の健康と安全,,,,5,⑤,医療現場における労働環境の改善の必要性を説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-7-1)-①,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,1,1),地域医療への貢献,,,,1,①,地域社会（へき地・離島を含む）における歯科医療の現状を概説できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-7-1)-②,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,1,1),地域医療への貢献,,,,2,②,医療計画（医療圏、基準病床数、地域医療支援病院、病院・診療所・薬局の連携等）及び地域医療構想を説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-7-1)-③,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,1,1),地域医療への貢献,,,,3,③,地域包括ケアシステムの概念を理解し、地域における、保健（母子保健、学校保健、産業保健、成人・高齢者保健、地域保健、精神保健）・医療・福祉・介護の分野間及び多職種間（行政を含む）の連携の必要性を説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-7-1)-④,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,1,1),地域医療への貢献,,,,4,④,かかりつけ歯科医等の役割や地域医療の基盤となるプライマリ・ケアの必要性を理解し、実践に必要な能力を身に付ける。,20230601-mxt_igaku-000029086_4.pdf,25
A-7-1)-⑤,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,1,1),地域医療への貢献,,,,5,⑤,地域における在宅医療（訪問歯科診療を含む）、救急医療及び離島・へき地医療の体制を説明できる。,20230601-mxt_igaku-000029086_4.pdf,25
A-7-1)-⑥,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,1,1),地域医療への貢献,,,,6,⑥,災害医療（災害時保健医療、医療救護班、災害派遣医療チーム(Disaster Medical AssistanceTeam <DMAT>)、災害拠点病院、トリアージ、post-traumatic stress disorder <PTSD>、ストレス等）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,26
A-7-1)-⑦,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,1,1),地域医療への貢献,,,,7,⑦,地域医療に積極的に参加・貢献する。,20230601-mxt_igaku-000029086_4.pdf,26
A-7-2)-①,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,2,2),国際医療への貢献,,,,1,①,患者の文化的背景を尊重し、英語をはじめとし異なる言語に対応することができる。,20230601-mxt_igaku-000029086_4.pdf,26
A-7-2)-②,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,2,2),国際医療への貢献,,,,2,②,地域医療の中での国際化を把握し、価値観の多様性を尊重した医療の実践に配慮することができる。,20230601-mxt_igaku-000029086_4.pdf,26
A-7-2)-③,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,2,2),国際医療への貢献,,,,3,③,保健、医療に関する国際的課題について理解し、説明できる。,20230601-mxt_igaku-000029086_4.pdf,26
A-7-2)-④,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,2,2),国際医療への貢献,,,,4,④,日本の医療の特徴を理解し、国際社会への貢献の意義を理解している。,20230601-mxt_igaku-000029086_4.pdf,26
A-7-2)-⑤,A,歯科医師として求められる基本的な資質・能力,7,社会における医療の実践,2,2),国際医療への貢献,,,,5,⑤,医療に関わる国際協力の重要性を理解し、仕組みを説明できる。,20230601-mxt_igaku-000029086_4.pdf,26
A-8-1)-①,A,歯科医師として求められる基本的な資質・能力,8,科学的探究,1,1),医学研究への志向の涵養（研究マインドの涵養）,,,,1,①,生命科学の講義・実習で得た知識を、診療で経験した病態の解析に応用できる。,20230601-mxt_igaku-000029086_4.pdf,26
A-8-1)-②,A,歯科医師として求められる基本的な資質・能力,8,科学的探究,1,1),医学研究への志向の涵養（研究マインドの涵養）,,,,2,②,臨床上の疑問 (clinical question <CQ>)を定式化できる。,20230601-mxt_igaku-000029086_4.pdf,26
A-8-1)-③,A,歯科医師として求められる基本的な資質・能力,8,科学的探究,1,1),医学研究への志向の涵養（研究マインドの涵養）,,,,3,③,患者や疾患を分析するために、教科書・論文などから最新の情報を検索・整理統合することができる。,20230601-mxt_igaku-000029086_4.pdf,26
A-9-1)-①,A,歯科医師として求められる基本的な資質・能力,9,生涯にわたって共に学ぶ姿勢,1,1),生涯学習への準備,,,,1,①,自ら問題点を探し出し、自己学習によってそれを解決することができる。,20230601-mxt_igaku-000029086_4.pdf,27
A-9-1)-②,A,歯科医師として求められる基本的な資質・能力,9,生涯にわたって共に学ぶ姿勢,1,1),生涯学習への準備,,,,2,②,歯科医学・医療に関連する情報を客観的・批判的に統合整理することができる。,20230601-mxt_igaku-000029086_4.pdf,27
A-9-1)-③,A,歯科医師として求められる基本的な資質・能力,9,生涯にわたって共に学ぶ姿勢,1,1),生涯学習への準備,,,,3,③,医療の改善の必要性と科学的研究の重要性を説明できる。,20230601-mxt_igaku-000029086_4.pdf,27
A-9-1)-④,A,歯科医師として求められる基本的な資質・能力,9,生涯にわたって共に学ぶ姿勢,1,1),生涯学習への準備,,,,4,④,科学的研究（臨床研究、疫学研究、生命科学研究等）に積極的に参加する。,20230601-mxt_igaku-000029086_4.pdf,27
B-1-①,B,社会と歯学,1,健康の概念,,,,,,,1,①,健康、障害と疾病の概念を説明できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-1-②,B,社会と歯学,1,健康の概念,,,,,,,2,②,口腔と全身の健康との関連を説明できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-1-③,B,社会と歯学,1,健康の概念,,,,,,,3,③,栄養と食育を説明できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-1)-①,B,社会と歯学,2,健康と社会、環境,1,1),歯科医師法・歯科医療関連法規,,,,1,①,歯科医師法を説明できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-1)-②,B,社会と歯学,2,健康と社会、環境,1,1),歯科医師法・歯科医療関連法規,,,,2,②,医療法を概説できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-1)-③,B,社会と歯学,2,健康と社会、環境,1,1),歯科医師法・歯科医療関連法規,,,,3,③,歯科衛生士法と歯科技工士法を説明できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-1)-④,B,社会と歯学,2,健康と社会、環境,1,1),歯科医師法・歯科医療関連法規,,,,4,④,薬事衛生法規を概説できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-1)-⑤,B,社会と歯学,2,健康と社会、環境,1,1),歯科医師法・歯科医療関連法規,,,,5,⑤,保健衛生法規を概説できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-1)-⑥,B,社会と歯学,2,健康と社会、環境,1,1),歯科医師法・歯科医療関連法規,,,,6,⑥,医師法、薬剤師法及び保健師助産師看護師法を概説できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-1)-⑦,B,社会と歯学,2,健康と社会、環境,1,1),歯科医師法・歯科医療関連法規,,,,7,⑦,その他の歯科医療関係職種の身分法を概説できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-2)-①,B,社会と歯学,2,健康と社会、環境,2,2),保健・医療・福祉・介護の制度,,,,1,①,保健・医療施策を説明できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-2)-②,B,社会と歯学,2,健康と社会、環境,2,2),保健・医療・福祉・介護の制度,,,,2,②,医療保険制度と医療経済（国民医療費）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-2)-③,B,社会と歯学,2,健康と社会、環境,2,2),保健・医療・福祉・介護の制度,,,,3,③,社会保障制度（社会保険・社会福祉・公的扶助・公衆衛生）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-2)-④,B,社会と歯学,2,健康と社会、環境,2,2),保健・医療・福祉・介護の制度,,,,4,④,高齢者の置かれた社会環境を説明できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-2)-⑤,B,社会と歯学,2,健康と社会、環境,2,2),保健・医療・福祉・介護の制度,,,,5,⑤,障害者の置かれた社会環境を説明できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-2)-⑥,B,社会と歯学,2,健康と社会、環境,2,2),保健・医療・福祉・介護の制度,,,,6,⑥,虐待の防止に関する制度と歯科医師の責務を説明できる。,20230601-mxt_igaku-000029086_4.pdf,28
B-2-2)-⑦,B,社会と歯学,2,健康と社会、環境,2,2),保健・医療・福祉・介護の制度,,,,7,⑦,社会環境（ノーマライゼーション、バリアフリー、quality of life <QOL>）の考え方を説明できる。,20230601-mxt_igaku-000029086_4.pdf,29
B-2-2)-⑧,B,社会と歯学,2,健康と社会、環境,2,2),保健・医療・福祉・介護の制度,,,,8,⑧,地域における保健・医療・福祉・介護の連携（地域包括ケアシステム）を説明できる。,20230601-mxt_igaku-000029086_4.pdf,29
B-2-2)-⑨,B,社会と歯学,2,健康と社会、環境,2,2),保健・医療・福祉・介護の制度,,,,9,⑨,災害時の歯科医療の必要性を説明できる。,20230601-mxt_igaku-000029086_4.pdf,29
B-2-3)-①,B,社会と歯学,2,健康と社会、環境,3,3),歯科による個人識別,,,,1,①,歯科による個人識別を説明できる。,20230601-mxt_igaku-000029086_4.pdf,29
B-2-3)-②,B,社会と歯学,2,健康と社会、環境,3,3),歯科による個人識別,,,,2,②,歯科医師による身元確認や関連する死因究明等の制度を説明できる。,20230601-mxt_igaku-000029086_4.pdf,29
B-2-4)-①,B,社会と歯学,2,健康と社会、環境,4,4),環境と健康,,,,1,①,環境による健康への影響を説明できる。,20230601-mxt_igaku-000029086_4.pdf,29
B-2-4)-②,B,社会と歯学,2,健康と社会、環境,4,4),環境と健康,,,,2,②,環境基準と環境汚染を説明できる。,20230601-mxt_igaku-000029086_4.pdf,29
B-3-1)-①,B,社会と歯学,3,予防と健康管理,1,1),予防の概念,,,,1,①,疾病の自然史と第一次、第二次及び第三次予防を説明できる。,20230601-mxt_igaku-000029086_4.pdf,29
B-3-1)-②,B,社会と歯学,3,予防と健康管理,1,1),予防の概念,,,,2,②,プロフェッショナルケア、セルフケア及びコミュニティケアを説明できる。,20230601-mxt_igaku-000029086_4.pdf,29
B-3-1)-③,B,社会と歯学,3,予防と健康管理,1,1),予防の概念,,,,3,③,プライマリ・ケアとヘルスプロモーションを説明できる。,20230601-mxt_igaku-000029086_4.pdf,29
B-3-1)-④,B,社会と歯学,3,予防と健康管理,1,1),予防の概念,,,,4,④,感染性疾患と非感染性疾患の予防の違いを説明できる。,20230601-mxt_igaku-000029086_4.pdf,29
B-3-2)-①,B,社会と歯学,3,予防と健康管理,2,2),歯科疾患の予防と健康管理,,,,1,①,主な歯科疾患（齲蝕、歯周疾患、不正咬合）の予防を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-3-2)-②,B,社会と歯学,3,予防と健康管理,2,2),歯科疾患の予防と健康管理,,,,2,②,齲蝕予防における予防塡塞及びフッ化物の応用方法を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-3-2)-③,B,社会と歯学,3,予防と健康管理,2,2),歯科疾患の予防と健康管理,,,,3,③,プラークコントロールの意義と方法を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-3-2)-④,B,社会と歯学,3,予防と健康管理,2,2),歯科疾患の予防と健康管理,,,,4,④,ライフステージに応じた歯科疾患の予防を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-3-2)-⑤,B,社会と歯学,3,予防と健康管理,2,2),歯科疾患の予防と健康管理,,,,5,⑤,歯科疾患のリスク因子を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-3-2)-⑥,B,社会と歯学,3,予防と健康管理,2,2),歯科疾患の予防と健康管理,,,,6,⑥,公衆歯科衛生を概説できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-3-2)-⑦,B,社会と歯学,3,予防と健康管理,2,2),歯科疾患の予防と健康管理,,,,7,⑦,人の行動と心理及び健康行動を概説できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-3-2)-⑧,B,社会と歯学,3,予防と健康管理,2,2),歯科疾患の予防と健康管理,,,,8,⑧,行動変容と行動療法を概説できる。,20230601-mxt_igaku-000029086_4.pdf,30
B-4-1)-①,B,社会と歯学,4,疫学・保健医療統計,1,1),歯科疾患の疫学,,,,1,①,疫学と根拠に基づいた医療<EBM>の概念を説明できる。,20230601-mxt_igaku-000029086_4.pdf,30
